no;Timestamp;incident_id;incident_rel;date;day;month;year;province;province_id;district_city;district_city_id;sub_district;sub_district_id;village;village_id;actor1a;actor1a_t;actor1a_vm;actor1b;actor1b_t;actor1b_vm;actor1_tot;actor2a;actor2a_t;actor2a_vm;actor2b;actor2b_t;actor2b_vm;actor2_tot;violence_form1;violence_form2;weapon_type1;weapon_type2;issue_type1;issue_type2;covid_rel;num_death;num_injured;death_injured;fem_death;fem_injured;child_death;child_injured;infra_damage;infra_destroyed;intervene;intervene_actor1;intervene_actor_type1;intervene_actor2;intervene_actor_type2;intervene_result;inc_desc;notes;
724; 02/01/2022 12:27:09;32AS30122101;;30/12/21;30;12;2021;JAWA BARAT;32;KABUPATEN BOGOR;3201;-;;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;2;KRIMINAL (PERAMPOK);AKTOR NON NEGARA;TIDAK;;;;2;SERANGAN TANPA SENJATA;INTIMIDASI MASSA/PUBLIK;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;;0;;;;;;;TIDAK;;;;;;Pada tanggal 30 Desember 2021, terjadi pembegalan terhadap dua pejalan kaki di Bogor oleh 2 pelaku begal. 1 korban berhasil kabur, tapi satu tidak. Korban yang tidak berhasil kabur ditelanjangi dan kemudian ditinggal oleh para pelaku begal.;;
725; 02/01/2022 12:34:57;32AS08122101;;08/12/21;8;12;2021;JAWA BARAT;32;KABUPATEN BANDUNG;3204;NAGREG;3204101;;;TNI;AKTOR NEGARA;TIDAK;;;;3;WARGA;AKTOR NON NEGARA;TIDAK;;;;2;SERANGAN TANPA SENJATA;;KENDARAAN, DILUAR BOM;;TIDAK JELAS;;;2;;2;1;;1;;;;TIDAK;;;;;;Pada tanggal 8 Desember 2021 di Kab. Bandung, Kec. Nagreg. Terjadi penabrakan oleh 3 anggota TNI terhadap dua pasangan sejoli. Tabrakan tersebut mengakibatkan pasangan tersebut tewas, korban kemudian dibawa ke tepi sungai dan jasadnya dibuang oleh 3 anggota TNI tersebut.;;
726; 02/01/2022 20:00:44;11NR28122101;;28/12/21;28;12;2021;ACEH;11;KABUPATEN ACEH UTARA;1111;LHOKSUKON;1111110;;;WARGA;AKTOR NON NEGARA;TIDAK;POLISI;AKTOR NEGARA;TIDAK;2;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;TIDAK JELAS;;;;4;4;;;;;;;IYA;POLISI;AKTOR NEGARA;;;TIDAK BERHASIL;Pada 28 Desember 2021 di desa Leubok, Lhoksukon, Aceh Utara, penderita ODGJ melakukan pembacokan terhadap dua warga dan satu polisi;;
727; 03/01/2022 10:48:22;74FJ28122101;;28/12/21;28;12;2021;SULAWESI TENGGARA;74;KOTA BAUBAU;7472;MURHUM;7472011;;;PEMUDA;AKTOR NON NEGARA;TIDAK;;;;2;PELAJAR (MAHASISWA);AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;TIDAK JELAS;;;1;;1;;;;;;;TIDAK;;;;;;Pada 28 Desember di Kota Baubau, seorang mahasiswa dianiaya hingga tewas oleh dua orang pemuda yang mabuk;;
728; 03/01/2022 10:57:28;16FJ23122101;;23/12/21;23;12;2021;SUMATERA SELATAN;16;KABUPATEN OGAN ILIR;1610;MUARA KUANG;1610010;SERI KEMBANG;1610010013;KRIMINAL (PERAMPOK);AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;-99;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;IYA;PEJABAT PUBLIK (KEPALA DESA SRIKEMBANG);AKTOR NEGARA;;;TIDAK BERHASIL;Pada 23 Desember 2021 di Kabupaten Ogan Ilir, seorang pencuri kambing dimassa oleh warga setelah ketahuan mencuri;;
729; 03/01/2022 11:04:36;16FJ27122101;;27/12/21;27;12;2021;SUMATERA SELATAN;16;KOTA PALEMBANG;1671;ILIR BARAT I;1671040;;;PEKERJA INFORMAL (BURUH);AKTOR NON NEGARA;TIDAK;;;;3;KRIMINAL;AKTOR NON NEGARA;TIDAK;;;;3;SERANGAN BERSENJATA;PENCULIKAN/PENGURUNGAN;SENJATA API;SENJATA JARAK DEKAT;ISU KRIMINAL;;;;;0;;;;;;;TIDAK;;;;;;Pada 27 Desember 2021 di Kota Palembang, tiga orang buruh penjaga dirampok oleh tiga perampok bersenjata api;;
730; 03/01/2022 11:18:57;16FJ01012201;;01/01/22;1;1;2022;SUMATERA SELATAN;16;KOTA PALEMBANG;1671;JAKABARING;1671022;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;2;WARGA;AKTOR NON NEGARA;TIDAK;;;;2;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;2;2;;1;;1;;;TIDAK;;;;;;Pada 1 Januari 2022 di Kota Palembang, dua orang perempuan memukul satu orang nenek dan cucunya karena nenek tersebut dituduh sebagai pelakor;;
731; 03/01/2022 11:19:55;63AX31122101;;31/12/21;31;12;2021;KALIMANTAN SELATAN;63;KOTA BANJARMASIN;6371;BANJARMASIN SELATAN;6371010;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;2;WARGA;AKTOR NON NEGARA;TIDAK;;;;2;KEKERASAN SEKSUAL;SERANGAN TANPA SENJATA;SENJATA JARAK DEKAT;;ISU KEKERASAN SEKSUAL;;;;;0;;;;;;;IYA;WARGA;AKTOR NON NEGARA;;;TIDAK BERHASIL;Pada 31 Desember 2021, terdapat insiden pelecehan seksual serta pembunuhan (akan dijelaskan di insiden berikutnya 63AX31122102) yang terjadi si sekitar Jalan Kelayan, Kelurahan Murung Raya, Kec. Banjarmasin Selatan, Banjarmasin, Kalimantan Selatan. Insiden bermula ketika dua orang perempuan berinisial N dan temannya mengalami permasalahan di motornya, pelaku yang berinisial MI dan MA ingin membantu mereka. Namun hal tersebut digunakan sebagai kesempatan MA melakukan pelecehan seksual terhadap N. N yang tidak terima, menelpon kakaknya.;;
732; 03/01/2022 11:28:23;35FJ25122101;;25/12/21;25;12;2021;JAWA TIMUR;35;KABUPATEN JEMBER;3509;MAYANG;3509080;;;PENDEKAR SILAT;AKTOR NON NEGARA;TIDAK;;;;5;PENDEKAR SILAT (PAGAR NUSA);AKTOR NON NEGARA;TIDAK;;;;2;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU IDENTITAS;ISU MAIN HAKIM SENDIRI;;;;0;;;;;;;TIDAK;;;;;;Pada 25 Desember 2021 di Kabupaten Jember, dua orang anggota Pagar Nusa dikeroyok oleh lima orang anggota perguruan silat lainnya karena dianggap mengambil atribut dari perguruan silat tersebut.;;
733; 03/01/2022 11:34:40;35FJ29122101;;29/12/21;29;12;2021;JAWA TIMUR;35;KABUPATEN PAMEKASAN;3528;TLANAKAN;3528010;BANDARAN;3528010004;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;3;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;1;;1;;;;;;;TIDAK;;;;;;Pada 29 Desember 2021 di Kabupaten Pamekasan, seorang suami dan keluarganya menghabisi satu orang yang tidur bersama istrinya;;
734; 03/01/2022 11:39:16;63AX31122102;63AX31122101;31/12/21;31;12;2021;KALIMANTAN SELATAN;63;KOTA BANJARMASIN;6371;BANJARMASIN SELATAN;6371010;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;2;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;1;;1;;;;;;;TIDAK;;;;;;Kelanjutan dari insiden 63AX31122101, korban pelecehan seksual berinisial N melaporkan ke kakaknya yang berinisial E agar segera datang ke TKP pada waktu yang sama dan lokasi yang sama, yakni 31 Desember 2021 di Jalan Gerilya, Kec. Banjarmasin Selatan, Kota Banjarmasin, Kalimantan Selatan. warga berinisial E bermaksud untuk memberikan pelajaran terhadap pelaku yang berinisial MA dan MI. E sempat memukul MA, MI yang tidak terima menusuk E dari belakang dengan senjata tajam. MA dan MI akhirnya mengeroyok E sampai terkapar di tanah. Meliha hal tersebut, pelaku akhirnya melarikan diri. ;;
735; 03/01/2022 11:41:16;35FJ31122101;;31/12/21;31;12;2021;JAWA TIMUR;35;KABUPATEN GRESIK;3525;DUDUKSAMPEYAN;3525080;PALEBON;3525080015;KRIMINAL (PERAMPOK);AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;-99;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;IYA;POLISI (KEPOLISIAN SEKTOR DUDUKSAMPEYAN);AKTOR NEGARA;;;TIDAK BERHASIL;Pada 31 Desember 2021 di Kabupaten Gresik, seorang pelaku curanmor dihajar oleh warga setelah ketahuan mencuri;;
736; 03/01/2022 13:01:30;62AX03082101;;03/08/21;3;8;2021;KALIMANTAN TENGAH;62;KABUPATEN LAMANDAU;6207;LAMANDAU;6207020;SUJA;6207020004;PEKERJA (KOPERASI SEKOBAT JAYA MANDIRI);AKTOR PERUSAHAAN SWASTA;TIDAK;;;;-99;ORANG TIDAK DIKENAL (OTD);TIDAK JELAS;TIDAK JELAS;;;;20;SERANGAN INFRASTRUKTUR/PENUTUPAN PAKSA;SERANGAN TANPA SENJATA;ALAT PEMBAKAR;SENJATA JARAK DEKAT;ISU SUMBER DAYA;;;;;0;;;;;1;;TIDAK JELAS;;;;;;Pada 3 Agustus 2021, terjadi pembakaran kamp sekaligus penganiayaan terhadap sejumlah karyawan Koperasi Sekobat Jaya Mandiri oleh Orang Tak Dikenal di Desa Suja, Kec. Lamandau, Kab. Lamandau, Kalimantan Tengah. Berdasarkan keterangan pelapor yang menjadi korban pemukulan, jumlah OTD sekitar 20 - 30 orang. Pembakaran dan penganiayaan ini dipicu oleh sengketa lahan.;;
737; 03/01/2022 14:04:18;32AS27122101;;27/12/21;27;12;2021;JAWA BARAT;32;KOTA BEKASI;3275;JATIASIH;3275020;;;KRIMINAL (PERAMPOK);AKTOR NON NEGARA;TIDAK;;;;2;WARGA;AKTOR NON NEGARA;TIDAK;;;;-99;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;;0;;;;;;;TIDAK;;;;;;Pada tanggal 27 Desember 2021, dua bandit terpergok melakukan pencurian motor oleh warga, dan langsung diamankan.;;
738; 03/01/2022 14:11:32;31AS27122101;;27/12/21;27;12;2021;DKI JAKARTA;31;KOTA JAKARTA UTARA;3175;CILINCING;3175060;;;ANAK KECIL;AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;2;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;1;;1;;;TIDAK;;;;;;Pada tanggal 27 Desember 2021 di kec. Cilincing, Jakarta Utara. Terjadi penganiayaan terhadap seorang anak oleh dua pelaku karena korban menuduh pelaku tidak perawan.;;
739; 03/01/2022 14:34:19;32AS25122101;;25/12/21;25;12;2021;JAWA BARAT;32;KOTA DEPOK;3276;CILODONG;3276031;;;PEMUDA;AKTOR NON NEGARA;TIDAK;;;;1;KRIMINAL (PERAMPOK);AKTOR NON NEGARA;TIDAK;;;;3;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;TIDAK;;;;;;Pada tanggal 25 Desember 2021 di Cilondong, Kota Depok, Jawa Barat. Seorang Pemuda yang hendak pulang setelah membeli jamu mengalami pembegalan oleh 3 orang pelaku begal. Akibatnya, tangan kanannya terluka tetapi motor yang dikendarainya gagal direbut.;;
740; 03/01/2022 16:19:41;31AS21122101;;22/12/21;22;12;2021;DKI JAKARTA;31;KOTA JAKARTA UTARA;3175;PENJARINGAN;3175010;;;PEKERJA INFORMAL (ANAK BUAH KAPAL);AKTOR NON NEGARA;TIDAK;;;;1;PEKERJA INFORMAL (ANAK BUAH KAPAL);AKTOR NON NEGARA;TIDAK;;;;4;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;4;4;;;;;;;TIDAK;;;;;;Pada tanggal 22 Desember 2021 di atas Kapal KM. Indomarina V., Pelabuhan Muara Baru, Jakarta Utara. seorang ABK yang mabuk menusuk 4 rekannya karena telah kehilangan HP. Kejadian awalnya terjadi saat pelaku menuduh 1 orang rekannya yang berujung cekcok dan korban mengalami luka penusukan. Melihat kejadian tersebut, 3 orang rekannya ingin memisahkan percekcokan tersebut tapi justru juga mengalami luka penusukan.;;
741; 03/01/2022 23:37:47;64RL31122101;;31/12/21;31;12;2021;KALIMANTAN TIMUR;64;KABUPATEN KUTAI KARTANEGARA;6403;TENGGARONG;6403090;MELAYU;6403090004;PEKERJA (TOKO PAKAIAN);AKTOR PERUSAHAAN SWASTA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;2;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;2;2;;1;;;;;TIDAK;;;;;;Pada Jumat (31/12/2021) terjadi pembacokan yang dialami seorang pria dan wanita yang disebabkan oleh kasus perselingkuhan yang ketahuan. Pelaku pembacokan tersebut adalah suami dari sang wanita, menggunakan pisau daging higga kedua korban terluka. ;;
742; 03/01/2022 23:59:36;65RL24122101;;24/12/21;24;12;2021;KALIMANTAN UTARA;65;KABUPATEN TANA TIDUNG;6503;BETAYAU;6503030;BUANG BARU;6503030006;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;2;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;1;;1;;;;;;;TIDAK;;;;;;(24/12/2021) Pembunuhan terjadi kepada Daeng A, seorang korban dari pengeroyokan dan penikaman di Desa Buang Baru. Korban diduga memalak kedua pelaku sebelum kejadian, pelaku tidak menerima sehingga melakukan pembuhunan.;;
743; 04/01/2022 00:15:20;64RL16122101;;16/12/21;16;12;2021;KALIMANTAN TIMUR;64;KOTA BALIKPAPAN;6471;BALIKPAPAN SELATAN;6471010;DAMAI BARU;6471010008;GENG PEMUDA (PUNK);AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;-99;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;IYA;POLISI (SATUAN LALU LINTAS KEPOLISIAN RESOR BALIKPAPAN);AKTOR NEGARA;;;TIDAK BERHASIL;(16/12/2021) Seorang pemuda punk diduga mencuri tas seorang penjual nasi kuning sehingga dikeroyok warga di Kel. Damai, Balikpapan Selatan.;;
744; 04/01/2022 10:11:51;35FJ02012201;;02/01/22;2;1;2022;JAWA TIMUR;35;KABUPATEN BANGKALAN;3526;BLEGA;3526050;LOMAER;3526050012;WARGA;AKTOR NON NEGARA;TIDAK;;;;-99;KRIMINAL (PERAMPOK);AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;IYA;POLISI (KEPOLISIAN SEKTOR BLEGA);AKTOR NEGARA;;;TIDAK BERHASIL;Pada 2 Januari 2022, warga mempergoki dan menghajar satu orang pelaku pencurian motor saat beraksi di Kecamatan Blega, Kabupaten Bangkalan.;;
745; 04/01/2022 11:07:54;12HS29122101;;29/12/21;29;12;2021;SUMATERA UTARA;12;KOTA MEDAN;1275;MEDAN SELAYANG;1275100;;;PEKERJA (KEPALA SEKOLAH SD);AKTOR NON NEGARA;TIDAK;;;;1;PELAJAR (SD);AKTOR NON NEGARA;TIDAK;;;;6;KEKERASAN SEKSUAL;;TIDAK JELAS;;ISU KEKERASAN SEKSUAL;;;;;0;;;;;;;TIDAK;;;;;;Pada tanggal 29 Desember 2021, eks-kepala sekolah SD Galilea Hosana dan pendeta Benyamin Sitepu diganjar 10 tahun penjara setelah melakukan tindakan pencabulan terhadap 6 siswi SD. Lokasi SD berada di Kecamatan Medan Selayang, Kota Medan, Provinsi Sumatera Utara.;;
746; 04/01/2022 11:14:25;12HS25122101;;25/12/21;25;12;2021;SUMATERA UTARA;12;KOTA MEDAN;1275;MEDAN BELAWAN;1275210;;;GENG PEMUDA (JALAN TM PAHLAWAN);AKTOR NON NEGARA;TIDAK;;;;-99;PEMUDA (JALAN STASIUN);AKTOR NON NEGARA;TIDAK;;;;-99;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;TIDAK JELAS;;;;;0;;;;;;;IYA;POLISI (KEPOLISIAN RESOR PELABUHAN BELAWAN);AKTOR NEGARA;POLISI (KEPOLISIAN SEKTOR BELAWAN);AKTOR NEGARA;BERHASIL;Pada tanggal 25 Desember 2021, dua kelompok pemuda dari Jalan TM Pahlawan dan Jalan Stasiun melakukan tawuran di Kecamatan Medan Belawan, Kota Medan, Provinsi Sumatera Utara. Penyebab tawuran tidak jelas. Tawuran berhasil dibubarkan setelah adanya intervensi oleh Polres Pelabuhan Belawan dan Polsek Belawan.;;
747; 04/01/2022 11:36:26;94HS20112103;;20/11/21;20;11;2021;PAPUA;94;KOTA JAYAPURA;9471;ABEPURA;9471020;;;TNI (ANGKATAN DARAT);AKTOR NEGARA;TIDAK;;;;2;WARGA;AKTOR NON NEGARA;IYA;;;;1;KEKERASAN SEKSUAL;;TIDAK JELAS;;ISU KEKERASAN SEKSUAL;;;;1;1;;1;;;;;TIDAK;;;;;;Pada tanggal 2 Januari 2022, Fajar Papua melaporkan bahwa dua anggota TNI AD bernama Serda MRP dan Serda DAP melakukan tindakan pemerkosaan terhadap korban IA setelah mencekoki korban dengan miras. Insiden terjadi pada tanggal 20 November 2021 lalu di Hotel Cenderawasih Abepura, Distrik Abepura, Kota Jayapura, Provinsi Papua. Para pelaku sudah ditahan di Pomdam XVII/Cenderawasih sejak 20 Desember 2021. ;;
748; 05/01/2022 11:48:51;16FJ17052101;;17/05/21;17;5;2021;SUMATERA SELATAN;16;KOTA PALEMBANG;1671;-;;;;ORANG TIDAK DIKENAL (OTD);TIDAK JELAS;TIDAK JELAS;;;;3;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;TIDAK JELAS;;;;1;1;;;;;;;TIDAK;;;;;;Pada 17 Mei 2021, tiga orang pelaku pengeroyokan mengeroyok seorang penjaga malam karena isu yang tidak jelas di lokasi yang tidak jelas (berada di Kota Palembang);;
749; 05/01/2022 12:40:14;16FJ01062101;;01/06/21;1;6;2021;SUMATERA SELATAN;16;KOTA PALEMBANG;1671;ILIR BARAT I;1671040;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;-99;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;;0;;;;;;;TIDAK;;;;;;Pada 1 Juni 2021 di Kota Palembang, seorang terduga penculik anak dikeroyoki oleh warga;;
750; 05/01/2022 12:45:19;16FJ25042101;;25/04/21;25;4;2021;SUMATERA SELATAN;16;KOTA PALEMBANG;1671;SUKARAMI;1671080;;;ORANG BAYARAN (MASSA);AKTOR NON NEGARA;TIDAK;;;;4;PETUGAS KEAMANAN (UNIVERSITAS ISLAM NEGERI RADEN FATAH PALEMBANG);AKTOR NON NEGARA;TIDAK;WARGA;AKTOR NON NEGARA;TIDAK;2;SERANGAN TANPA SENJATA;;BAHAN KIMIA/BIOLOGIS;SENJATA JARAK DEKAT;TIDAK JELAS;;;;2;2;;;;;;;TIDAK;;;;;;Pada 25 April 2021, empat orang pelaku bayaran menyiram air keras kepada seorang satpam UIN dan menusuk anaknya. Kejadian di Sukarami, Kota Palembang;;
751; 05/01/2022 12:50:38;16FJ12062101;;12/06/21;12;6;2021;SUMATERA SELATAN;16;KABUPATEN OGAN KOMERING ILIR;1602;AIR SUGIHAN;1602140;;;PEKERJA (PT BAP);AKTOR PERUSAHAAN SWASTA;TIDAK;;;;1;PEKERJA INFORMAL (BURUH);AKTOR NON NEGARA;TIDAK;;;;7;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU SUMBER DAYA;;;;;0;;;;;;;TIDAK;;;;;;Pada 12 Juni 2021, tujuh orang buruh mengeroyok satu orang karyawan PT BAP di Kabupaten OKI karena salah satu dari ketujuh orang buruh tersebut dituduh tidak kerja oleh korban;;
752; 05/01/2022 12:57:55;16FJ28062101;;28/06/21;28;6;2021;SUMATERA SELATAN;16;KABUPATEN OGAN ILIR;1610;TANJUNG RAJA;1610040;SUKA PINDAH;1610040045;KRIMINAL (PERAMPOK);AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;-99;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;1;;1;;;;;;;TIDAK;;;;;;Pada 28 Juni 2021, seorang pencuri dipukuli oleh warga hingga tewas. Kejadian di Ogan Ilir;;
753; 05/01/2022 13:07:31;16FJ16062101;;16/06/21;16;6;2021;SUMATERA SELATAN;16;KOTA PALEMBANG;1671;BUKIT KECIL;1671041;;;PEMUDA;AKTOR NON NEGARA;TIDAK;;;;3;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;TIDAK;;;;;;Pada 16 Juni 2021, tiga orang pemuda mengeroyoki seorang warga karena ditegur memiliki knalpot racing. Kejadian di Bukit Kecil, Kota Palembang;;
754; 05/01/2022 13:14:30;35FJ31052101;;31/05/21;31;5;2021;JAWA TIMUR;35;KABUPATEN BLITAR;3505;BINANGUN;3505050;SAMBIGEDE;3505050007;WARGA;AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;3;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;1;;;;;IYA;WARGA;AKTOR NON NEGARA;;;TIDAK BERHASIL;Pada 31 Mei 2021, seorang ibu-ibu dikeroyok oleh tiga ibu-ibu lainnya karena aksi saling ejek soal cabai di Kabupaten Blitar.;;
755; 06/01/2022 11:02:44;35FJ01062101;;01/06/21;1;6;2021;JAWA TIMUR;35;KOTA SURABAYA;3578;TAMBAKSARI;3578200;;;GENG (OFFICIAL BREBET);AKTOR NON NEGARA;TIDAK;;;;-99;GENG (FRT);AKTOR NON NEGARA;TIDAK;;;;-99;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU IDENTITAS;;;;;0;;;;;;;IYA;POLISI (KEPOLISIAN RESOR TAMBAKSARI);AKTOR NEGARA;;;BERHASIL;Pada 1 Juni 2021, hampir terjadi tawuran antara geng Official Brebet dan Geng FRT di Tambaksari, Surabaya. Tawuran untungnya bisa dicegah Polres Tambaksari;;
756; 06/01/2022 11:08:16;35FJ04062101;;04/06/21;4;6;2021;JAWA TIMUR;35;KOTA SURABAYA;3578;GUBENG;3578100;;;KRIMINAL (PERAMPOK);AKTOR NON NEGARA;TIDAK;;;;2;POLISI;AKTOR NEGARA;TIDAK;WARGA;AKTOR NON NEGARA;TIDAK;-99;SERANGAN TANPA SENJATA;SERANGAN BERSENJATA;SENJATA API;;ISU PENEGAKAN HUKUM;;;;1;1;;;;;;;TIDAK;;;;;;Pada 4 Juni 2021 di Kecamatan Gubeng Surabaya, satu orang bandit ditangkap polisi dan warga. Satu bandit lagi melarikan diri tetapi ditembak oleh pihak kepolisian;;
757; 06/01/2022 11:19:39;35FJ06062101;;06/06/21;6;6;2021;JAWA TIMUR;35;KOTA SURABAYA;3578;KENJERAN;3578210;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;-99;ORANG PENYANDANG DISABILITAS;AKTOR NON NEGARA;IYA;;;;1;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;;0;;;;;;;IYA;POLISI (KEPOLISIAN SEKTOR KENJERAN);AKTOR NEGARA;;;BERHASIL;Pada 6 Juni 2021, seorang maling motor di Kenjeran dihakimi oleh massa setelah ketahuan beraksi;;
758; 06/01/2022 11:25:11;35FJ09062101;;09/06/21;9;6;2021;JAWA TIMUR;35;KABUPATEN JEMBER;3509;AJUNG;3509110;SUKAMAKMUR;3509110002;KRIMINAL (PERAMPOK);AKTOR NON NEGARA;TIDAK;;;;1;WARGA;AKTOR NON NEGARA;TIDAK;;;;-99;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;;0;;;;;;;TIDAK;;;;;;Pada 9 Juni 2021, seorang maling alat elektronik dimassa oleh warga setelah ketahuan mencuri;;
759; 06/01/2022 11:30:49;35FJ11062101;;11/06/21;11;6;2021;JAWA TIMUR;35;KABUPATEN LUMAJANG;3508;SUMBERSUKO;3508061;MOJOSARI;3508061005;ORANG TIDAK DIKENAL (OTD);TIDAK JELAS;TIDAK JELAS;;;;2;FASILITAS NEGARA (PEMERINTAH DESA);AKTOR NEGARA;TIDAK;;;;1;SERANGAN INFRASTRUKTUR/PENUTUPAN PAKSA;;SENJATA JARAK DEKAT;;TIDAK JELAS;;;;;0;;;;;1;;TIDAK;;;;;;Pada 11 Juni 2021, terjadi serangan teror infrastruktur terhadap balai desa Mojosari oleh dua orang tidak dikenal;;
760; 06/01/2022 11:38:41;35FJ11062102;;11/06/21;11;6;2021;JAWA TIMUR;35;KABUPATEN JEMBER;3509;PATRANG;3509730;;;WARGA;AKTOR NON NEGARA;TIDAK;;;;100;POLISI;AKTOR NEGARA;TIDAK;;;;-99;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU TATA KELOLA PEMERINTAH;ISU MAIN HAKIM SENDIRI;IYA;;;0;;;;;;;TIDAK;;;;;;"Pada 11 Juni 2021, terjadi bentrok antara polisi dan warga didepan rumah sakit di Kabupaten Jember karena warga tidak terima pasien yang meninggal ""dicovidkan""";COVID-19;
761; 06/01/2022 11:47:25;35FJ12062101;;12/06/21;12;6;2021;JAWA TIMUR;35;KABUPATEN TULUNGAGUNG;3504;-;;;;GENG PEMUDA (PUNK);AKTOR NON NEGARA;TIDAK;;;;1;GENG PEMUDA (PUNK);AKTOR NON NEGARA;TIDAK;;;;2;SERANGAN TANPA SENJATA;;SENJATA JARAK DEKAT;;ISU MAIN HAKIM SENDIRI;;;;1;1;;;;;;;TIDAK;;;;;;Pada 12 Juni 2021, dua orang anak punk mengeroyok satu orang anak punk karena berbeda dengan niatan mereka untuk menjahati seorang perempuan. Kejadian di Kota Tulungagung;;
762; 06/01/2022 11:53:45;35FJ13062101;;13/06/21;13;6;2021;JAWA TIMUR;35;KOTA SURABAYA;3578;GUBENG;3578100;;;PEKERJA (TERAPIS);AKTOR NON NEGARA;TIDAK;;;;1;PEMUDA;AKTOR NON NEGARA;TIDAK;;;;3;SERANGAN TANPA SENJATA;KEKERASAN SEKSUAL;SENJATA JARAK DEKAT;;ISU KEKERASAN SEKSUAL;;;;1;1;;1;;;;;TIDAK;;;;;;Pada 13 Juni 2021, seorang terapis perempuan dipukuli dan diperkosa oleh tiga orang pemuda di sebuah kosan di Kecamatan Gubeng;;
